study,case,eta,seed,arm,selection,tau,status,censored,failure_step,failure_message,E2_at_selection,E2_tikhonov_projected,E2_tikhonov_raw,coarse_winner_z,delta_nom,delta_real,evaluations,lambda_selected,residual_at_selection,selection_label,target_residual,z_selected
lambda_noise,B,0.001,2,P,residual,1.2,completed,False,,,0.005169451432364814,0.0048144940424899195,0.005169451432364814,nan,0.002411958511256663,0.0022405809467141093,73,0.0015176653878576777,0.0028943501958898646,morozov,0.0028943502135079955,-2.818823970354755
lambda_noise,B,0.001,2,P,residual,1.0,completed,False,,,0.005803958230122727,0.005178298141633726,0.005803958230122727,nan,0.002411958511256663,0.0022405809467141093,72,0.0008723892689103248,0.00241195850558386,morozov,0.002411958511256663,-3.059289685231914
lambda_noise,B,0.001,3,R,oracle_continuous,none,completed,False,,,0.004836150606169198,0.004663957132293372,0.004836150606169198,-2.71875,0.0024122791827291866,0.0023459662347157253,76,0.0016138499056085186,0.0031022579869521643,oracle_continuous,nan,-2.7921368588315008
lambda_noise,B,0.001,3,R,residual,1.2,completed,False,,,0.004902592961900328,0.004712619997605947,0.004902592961900328,nan,0.0024122791827291866,0.0023459662347157253,73,0.0013606732929221058,0.0028947350188335565,morozov,0.0028947350192750237,-2.866246139391669
lambda_noise,B,0.001,3,R,residual,1.0,completed,False,,,0.0069031855498606545,0.006437550910907134,0.0069031855498606545,nan,0.0024122791827291866,0.0023459662347157253,72,0.0005635091135497584,0.002412279222732644,morozov,0.0024122791827291866,-3.249099055780493
lambda_noise,B,0.001,3,P,oracle_continuous,none,completed,False,,,0.004538480342496841,0.004476057897168281,0.004538480342496841,-2.890625,0.0024122796226700776,0.002246683707166847,76,0.0015232219061969002,0.002931129367222239,oracle_continuous,nan,-2.817236823113998
lambda_noise,B,0.001,3,P,residual,1.2,completed,False,,,0.004540373163832943,0.0044784500339213485,0.004540373163832943,nan,0.0024122796226700776,0.002246683707166847,73,0.0014804733675363993,0.002894735534553284,morozov,0.002894735547204093,-2.8295994007947867
lambda_noise,B,0.001,3,P,residual,1.0,completed,False,,,0.005355284067109908,0.0052305271954050546,0.005355284067109908,nan,0.0024122796226700776,0.002246683707166847,73,0.0008056045239525698,0.0024122796212808404,morozov,0.0024122796226700776,-3.093878103623603
lambda_noise,B,0.001,4,R,oracle_continuous,none,completed,False,,,0.003917699849111714,0.0037550910310582323,0.003917699849111714,-2.890625,0.0024123951375804387,0.0023139415077045177,76,0.0013150141215738842,0.002836925171423862,oracle_continuous,nan,-2.8810695833805475
lambda_noise,B,0.001,4,R,residual,1.2,completed,False,,,0.0039244769149945225,0.0037593661199012075,0.0039244769149945225,nan,0.0024123951375804387,0.0023139415077045177,73,0.001389344747805321,0.0028948741634162454,morozov,0.0028948741650965263,-2.857189976370252
lambda_noise,B,0.001,4,R,residual,1.0,completed,False,,,0.004987703845748073,0.004764763967306343,0.004987703845748073,nan,0.0024123951375804387,0.0023139415077045177,73,0.0006235091680618698,0.0024123951368363004,morozov,0.0024123951375804387,-3.205157156284225
lambda_noise,B,0.001,4,P,oracle_continuous,none,completed,False,,,0.004111296384813994,0.003933617787466769,0.004111296384813994,-2.890625,0.0024123959588000844,0.002137365108886015,76,0.0013052038599104965,0.002657050509215604,oracle_continuous,nan,-2.884321650532837
lambda_noise,B,0.001,4,P,residual,1.2,completed,False,,,0.0041870995860095305,0.004010166412956125,0.0041870995860095305,nan,0.0024123959588000844,0.002137365108886015,73,0.0015822329031272768,0.0028948751292210712,morozov,0.002894875150560101,-2.800729588412207
lambda_noise,B,0.001,4,P,residual,1.0,completed,False,,,0.0042645770229290956,0.0040759940265319445,0.0042645770229290956,nan,0.0024123959588000844,0.002137365108886015,73,0.0009771820612196962,0.0024123959495268156,morozov,0.0024123959588000844,-3.010024514257757
lambda_noise,B,0.001,5,R,oracle_continuous,none,completed,False,,,0.00334712931165032,0.0031959041251068613,0.00334712931165032,-2.890625,0.002411828604506852,0.0024564354401150875,76,0.0012749753744557793,0.0029222756648687224,oracle_continuous,nan,-2.8944982033408104
lambda_noise,B,0.001,5,R,residual,1.2,completed,False,,,0.0033489611243339053,0.0031976869908404036,0.0033489611243339053,nan,0.002411828604506852,0.0024564354401150875,72,0.0012356501726058244,0.0028941945371433113,morozov,0.0028941943254082226,-2.908104465825856
lambda_noise,B,0.001,5,R,residual,1.0,completed,False,,,0.014268893946641771,0.013295697552768429,0.014268893946641771,nan,0.002411828604506852,0.0024564354401150875,72,3.3860338551504754e-05,0.002411828604576493,morozov,0.002411828604506852,-4.470308703925982
lambda_noise,B,0.001,5,P,oracle_continuous,none,completed,False,,,0.003286386600831733,0.003206145978995691,0.003286386600831733,-2.890625,0.0024118295167822375,0.0022723966021621815,77,0.0012895228020612696,0.0027615994183105286,oracle_continuous,nan,-2.88957097402094
lambda_noise,B,0.001,5,P,residual,1.2,completed,False,,,0.003317195082954104,0.0032388540431465655,0.003317195082954104,nan,0.0024118295167822375,0.0022723966021621815,73,0.0014548869583700347,0.00289419541117338,morozov,0.002894195420138685,-2.8371707491270737
lambda_noise,B,0.001,5,P,residual,1.0,completed,False,,,0.0037257913558046657,0.0036079695910471955,0.0037257913558046657,nan,0.0024118295167822375,0.0022723966021621815,73,0.0007564205402976407,0.0024118294897942467,morozov,0.0024118295167822375,-3.1212366865736874
lambda_noise,B,0.001,6,R,oracle_continuous,none,completed,False,,,0.0037274750165133424,0.0035735889404350835,0.0037274750165133424,-2.890625,0.00241214487754583,0.002555739516362457,76,0.0010844984363978028,0.0028689052918896936,oracle_continuous,nan,-2.9647710698040486
lambda_noise,B,0.001,6,R,residual,1.2,completed,False,,,0.0037295577241493595,0.0035792370033842064,0.0037295577241493595,nan,0.00241214487754583,0.002555739516362457,73,0.0011250010749981611,0.0028945738193350314,morozov,0.002894573853054996,-2.948847062561022
lambda_noise,B,0.001,6,R,residual,1.0,completed,True,,,99.33392999676596,2.651768226705053,99.33392999676596,nan,0.00241214487754583,0.002555739516362457,66,1e-12,0.0024815874108673076,endpoint,0.00241214487754583,-12.0
lambda_noise,B,0.001,6,P,oracle_continuous,none,completed,False,,,0.0037260352566740175,0.0035988249114587206,0.0037260352566740175,-2.890625,0.0024121457261236092,0.0024003519719015686,75,0.0010891873252505523,0.002720612058269055,oracle_continuous,nan,-2.9628974211383277
lambda_noise,B,0.001,6,P,residual,1.2,completed,False,,,0.0037930134525672307,0.0036884251463893667,0.0037930134525672307,nan,0.0024121457261236092,0.0024003519719015686,72,0.0013333729137765193,0.0028945752730406044,morozov,0.002894574871348331,-2.8750483714070003
lambda_noise,B,0.001,6,P,residual,1.0,completed,False,,,0.004493853237654656,0.004210229544725398,0.004493853237654656,nan,0.0024121457261236092,0.0024003519719015686,73,0.00048258388796358235,0.002412145707916944,morozov,0.0024121457261236092,-3.316427181982388
lambda_noise,B,0.001,7,R,oracle_continuous,none,completed,False,,,0.004429607208679103,0.003952854468968857,0.004429607208679103,-2.890625,0.0024121386232150033,0.0023838101763473426,76,0.0013709275170706474,0.0029205708640065433,oracle_continuous,nan,-2.8629855063836485
lambda_noise,B,0.001,7,R,residual,1.2,completed,False,,,0.004430648489940524,0.003943597741817763,0.004430648489940524,nan,0.0024121386232150033,0.0023838101763473426,72,0.0013371408766556243,0.0028945665847449173,morozov,0.002894566347858004,-2.8738228345247836
lambda_noise,B,0.001,7,R,residual,1.0,completed,False,,,0.005571716963108386,0.00465515012516709,0.005571716963108386,nan,0.0024121386232150033,0.0023838101763473426,73,0.0004976165568789189,0.002412138594013723,morozov,0.0024121386232150033,-3.303105178073011
lambda_noise,B,0.001,7,P,oracle_continuous,none,completed,False,,,0.00397083279147363,0.003705343461904676,0.00397083279147363,-2.890625,0.0024121397537141677,0.002157345587034326,76,0.0012103316607491113,0.0025927047504709054,oracle_continuous,nan,-2.9170956059675524
lambda_noise,B,0.001,7,P,residual,1.2,completed,False,,,0.0040862755580844895,0.003878196571032213,0.0040862755580844895,nan,0.0024121397537141677,0.002157345587034326,73,0.0015711164937765685,0.0028945676828281432,morozov,0.002894567704457001,-2.8037916120773754
lambda_noise,B,0.001,7,P,residual,1.0,completed,False,,,0.004046412421467496,0.00371964799540348,0.004046412421467496,nan,0.0024121397537141677,0.002157345587034326,73,0.000958745544681562,0.002412139748451784,morozov,0.0024121397537141677,-3.0182966412173653
